24747,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-SP,PAGE-SP,NH-INHOUSE,19,,UPDHOMELOC.SAL3.SAL3.PAGE-SP.NH-INHOUSE.20170331,0
24748,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,NH-INHOUSE,1,,UPDHOMELOC.SAL3.SAL3.STACKS.NH-INHOUSE.20170331,0
24749,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-MONO,811,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170331,0
24750,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,STKS-MONO,811,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170331,0
24751,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-PERI,140,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-PERI.20170331,0
24752,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,STKS-PERI,140,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-PERI.20170331,0
24753,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,ART,SAL3,STACKS,,STKS-MONO,283,,TRANSFER.ART.SAL3.STACKS.STKS-MONO.20170331,0
24754,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,ART,SAL3,STACKS,,STKS-PERI,153,,TRANSFER.ART.SAL3.STACKS.STKS-PERI.20170331,0
24755,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,EAST-ASIA,SAL3,STACKS,,STKS-PERI,20,,TRANSFER.EAST-ASIA.SAL3.STACKS.STKS-PERI.20170331,0
24756,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,PAGE-GR,,NH-INHOUSE,5,,TRANSFER.GREEN.SAL3.PAGE-GR.NH-INHOUSE.20170331,0
24757,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,STACKS,,STKS-MONO,1,,TRANSFER.GREEN.SAL3.STACKS.STKS-MONO.20170331,0
24758,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL3,STACKS,,STKS-PERI,1,,TRANSFER.GREEN.SAL3.STACKS.STKS-PERI.20170331,0
24759,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,PAGE-SP,,NH-INHOUSE,1,,TRANSFER.SAL.SAL3.PAGE-SP.NH-INHOUSE.20170331,0
24760,2017-03-31 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,SAL,SAL3,STACKS,,STKS-MONO,307,,TRANSFER.SAL.SAL3.STACKS.STKS-MONO.20170331,0
24764,2017-04-03 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL,SOUTH-MEZZ,,,10,,SouthStacks_tf_to_Sal,0
24784,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,TRANSFER,2,SocI,N,GREEN,SAL,SOUTH-MEZZ,,,8,,SouthStacks_tf_to_Sal,0
24785,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-GR,PAGE-GR,NH-INHOUSE,3,,UPDHOMELOC.SAL3.SAL3.PAGE-GR.NH-INHOUSE.20170404,0
24786,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,PAGE-SP,PAGE-SP,NH-INHOUSE,46,,UPDHOMELOC.SAL3.SAL3.PAGE-SP.NH-INHOUSE.20170404,0
24787,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-MONO,794,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170404,0
24788,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,,STKS-MONO,794,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-MONO.20170404,0
24789,2017-04-04 00:00:00,batch,sul-unicorn-devs@lists.stanford.edu,UPDHOMELOC,2,SocI,N,SAL3,,STACKS,STACKS,STKS-PERI,336,,UPDHOMELOC.SAL3.SAL3.STACKS.STKS-PERI.20170404,0
